Type,Location,Footprint,Tot_area,Floors,Build_life,CO2,Building_Construction_Type,Type_B,Location_B,Footprint_B,Tot_area_B,Floors_B,clear_Footprint,clear_floors,Clear_Area
Commercial,Asia-Pacific,Over 92903,Over 1 million,More than 25,40,737.9,1,0,1,9,9,3,114315.2,30.17,3448889.5840000003
Commercial,North America,18581 to 46451,"200,001 to 500,000",1 to 6,50,742.0,0,0,4,0,4,0,29365.28,2.32,68127.44959999999
Commercial,Middle East,Over 92903,Over 1 million,More than 25,40,744.9,1,0,3,9,9,3,114554.29,30.22,3461830.6437999997
Commercial,North America,9291 to 18580,"100,001 to 200,000",1 to 6,50,746.0,0,0,4,5,3,0,12887.6,2.33,30028.108
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,60,754.2,0,0,4,1,5,0,3249.77,2.35,7636.9595
Commercial,Asia-Pacific,Over 92903,Over 1 million,More than 25,40,754.7,1,0,1,9,9,3,114889.02,30.3,3481137.3060000003
Commercial,Europe,46452 to 92903,"500,001 to 1 million",More than 25,50,762.3,1,0,2,2,8,3,56532.11,30.37,1716880.1807000001
Residential,North America,466 to 929,"5,001 to 10,000",7 to 14,50,768.0,1,3,4,4,6,2,583.98,9.74,5687.965200000001
Commercial,Asia-Pacific,9291 to 18580,"100,001 to 200,000",7 to 14,40,774.7,1,0,1,5,3,2,13032.44,9.77,127326.9388
Commercial,Asia-Pacific,Over 92903,Over 1 million,More than 25,40,775.7,1,0,1,9,9,3,115606.28,30.48,3523679.4144
Commercial,North America,18581 to 46451,"200,001 to 500,000",1 to 6,50,782.0,0,0,4,0,4,0,29994.01,2.4,71985.624
Commercial,North America,18581 to 46451,"200,001 to 500,000",1 to 6,50,790.0,0,0,4,0,4,0,30119.76,2.41,72588.6216
Commercial,North America,4646 to 9290,"50,001 to 100,000",1 to 6,50,791.0,0,0,4,3,7,0,6310.7,2.41,15208.787
Commercial,North America,466 to 929,"5,001 to 10,000",1 to 6,50,795.0,0,0,4,4,6,0,588.69,2.42,1424.6298000000002
Commercial,Asia-Pacific,Over 92903,Over 1 million,More than 25,40,795.8,1,0,1,9,9,3,116292.81,30.64,3563211.6984
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,802.0,0,0,4,7,2,0,1327.0,2.43,3224.61
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,802.0,0,0,4,7,2,0,1327.0,2.43,3224.61
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,802.0,0,0,4,7,2,0,1327.0,2.43,3224.61
Commercial,Asia-Pacific,18581 to 46451,"200,001 to 500,000",7 to 14,50,803.2,1,0,1,0,4,2,30327.24,9.88,299633.13120000006
Commercial,Asia-Pacific,18581 to 46451,"200,001 to 500,000",15 to 25,40,804.9,1,0,1,0,4,1,30353.96,21.78,661109.2488000001
Commercial,Europe,Over 92903,Over 1 million,More than 25,40,806.5,1,0,2,9,9,3,116658.28,30.73,3584908.9444
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,50,820.0,0,0,4,1,5,0,3337.3,2.47,8243.131000000001
Commercial,Asia-Pacific,4646 to 9290,"50,001 to 100,000",7 to 14,40,841.6,1,0,1,3,7,2,6421.14,10.03,64404.0342
Residential,Asia-Pacific,18581 to 46451,"200,001 to 500,000",15 to 25,40,842.8,1,3,1,0,4,1,30949.68,22.11,684297.4248
Residential,Asia-Pacific,18581 to 46451,"200,001 to 500,000",More than 25,40,852.8,1,3,1,0,4,3,31106.86,31.11,967734.4146
Commercial,Asia-Pacific,4646 to 9290,"50,001 to 100,000",1 to 6,40,856.4,0,0,1,3,7,0,6453.44,2.53,16327.203199999998
Commercial,Middle East,Over 92903,Over 1 million,More than 25,40,858.8,1,0,3,9,9,3,118444.62,31.16,3690734.3592
Commercial,North America,9291 to 18580,"100,001 to 200,000",1 to 6,50,863.0,0,0,4,5,3,0,13478.04,2.54,34234.221600000004
Residential,Asia-Pacific,2324 to 4645,"25,001 to 50,000",7 to 14,50,864.1,1,3,1,1,5,2,3395.97,10.11,34333.2567
Commercial,Middle East,18581 to 46451,"200,001 to 500,000",More than 25,50,870.0,1,0,3,0,4,3,31377.21,31.25,980537.8125
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,50,871.0,0,0,4,1,5,0,3405.15,2.56,8717.184000000001
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,873.0,0,0,4,7,2,0,1363.72,2.56,3491.1232
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,876.0,0,0,4,7,2,0,1365.27,2.57,3508.7439
Commercial,Asia-Pacific,18581 to 46451,"200,001 to 500,000",1 to 6,40,881.0,0,0,1,0,4,0,31550.11,2.58,81399.2838
Commercial,North America,46452 to 92903,"500,001 to 1 million",7 to 14,40,896.9,1,0,4,2,8,2,58580.7,10.24,599866.368
Commercial,Asia-Pacific,9291 to 18580,"100,001 to 200,000",1 to 6,40,902.9,0,0,1,5,3,0,13679.39,2.62,35840.0018
Commercial,Asia-Pacific,Over 92903,Over 1 million,1 to 6,40,905.8,0,0,1,9,9,0,120049.94,2.62,314530.84280000004
Commercial,North America,9291 to 18580,"100,001 to 200,000",1 to 6,50,910.0,0,0,4,5,3,0,13715.22,2.63,36071.0286
Commercial,North America,9291 to 18580,"100,001 to 200,000",1 to 6,50,910.0,0,0,4,5,3,0,13715.22,2.63,36071.0286
Commercial,North America,46452 to 92903,"500,001 to 1 million",1 to 6,40,913.2,0,0,4,2,8,0,58828.79,2.64,155308.0056
Residential,Asia-Pacific,18581 to 46451,"200,001 to 500,000",More than 25,40,914.5,1,3,1,0,4,3,32076.68,31.62,1014264.6216000001
Commercial,North America,Over 92903,Over 1 million,15 to 25,40,917.4,1,0,4,9,9,1,120446.15,22.76,2741354.374
Commercial,Asia-Pacific,46452 to 92903,"500,001 to 1 million",1 to 6,40,925.9,0,0,1,2,8,0,59022.08,2.66,156998.73280000003
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,50,927.0,0,0,4,1,5,0,3479.64,2.66,9255.8424
Commercial,North America,18581 to 46451,"200,001 to 500,000",7 to 14,50,935.0,1,0,4,0,4,2,32398.9,10.38,336300.58200000005
Commercial,Asia-Pacific,Over 92903,Over 1 million,More than 25,40,935.0,1,0,1,9,9,3,121047.29,31.79,3848093.3490999998
Commercial,North America,4646 to 9290,"50,001 to 100,000",1 to 6,50,950.0,0,0,4,3,7,0,6657.74,2.7,17975.898
Commercial,North America,Over 92903,Over 1 million,More than 25,40,965.1,1,0,4,9,9,3,122075.37,32.03,3910074.1011
Residential,North America,4646 to 9290,"50,001 to 100,000",7 to 14,50,974.0,0,3,4,3,7,2,6710.12,10.53,70657.5636
Commercial,North America,9291 to 18580,"100,001 to 200,000",1 to 6,50,979.0,0,0,4,5,3,0,14063.43,2.76,38815.0668
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,20,993.3,0,0,4,1,5,0,3567.84,2.78,9918.5952
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,50,995.0,0,0,4,1,5,0,3570.11,2.79,9960.6069
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,50,1001.0,0,0,4,1,5,0,3578.09,2.8,10018.652
Commercial,Europe,18581 to 46451,"200,001 to 500,000",7 to 14,40,1001.3,1,0,2,0,4,2,33441.02,10.64,355812.45279999997
Residential,North America,94 to 465,"1,001 to 5,000",1 to 6,50,1004.0,0,3,4,8,1,0,346.52,2.8,970.2559999999999
Commercial,North America,466 to 929,"5,001 to 10,000",1 to 6,50,1009.0,0,0,4,4,6,0,626.03,2.81,1759.1443
Commercial,North America,46452 to 92903,"500,001 to 1 million",1 to 6,40,1055.6,0,0,4,2,8,0,60996.09,2.9,176888.661
Commercial,Middle East,Over 92903,Over 1 million,More than 25,50,1060.0,1,0,3,9,9,3,125316.75,32.81,4111642.5675000004
Commercial,Asia-Pacific,930 to 2323,"10,001 to 25,000",1 to 6,50,1065.0,0,0,1,7,2,0,1463.01,2.92,4271.9892
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,1082.0,0,0,4,7,2,0,1471.8,2.95,4341.81
Commercial,North America,18581 to 46451,"200,001 to 500,000",1 to 6,40,1103.3,0,0,4,0,4,0,35044.28,2.99,104782.3972
Commercial,North America,930 to 2323,"10,001 to 25,000",15 to 25,50,1108.0,1,0,4,7,2,1,1485.25,24.44,36299.51
Commercial,North America,18581 to 46451,"200,001 to 500,000",1 to 6,40,1147.4,0,0,4,0,4,0,35737.45,3.07,109713.97149999999
Commercial,Asia-Pacific,46452 to 92903,"500,001 to 1 million",1 to 6,40,1154.1,0,0,1,2,8,0,62495.25,3.08,192485.37
Commercial,North America,Over 92903,Over 1 million,More than 25,50,1167.0,1,0,4,9,9,3,128971.4,33.69,4345046.465999999
Commercial,Asia-Pacific,Over 92903,Over 1 million,15 to 25,40,1172.0,1,0,1,9,9,1,129142.18,25.0,3228554.5
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,40,1173.4,0,0,4,7,2,0,1519.07,3.11,4724.307699999999
Commercial,North America,9291 to 18580,"100,001 to 200,000",7 to 14,50,1186.0,1,0,4,5,3,2,15108.04,11.35,171476.25400000002
Commercial,North America,9291 to 18580,"100,001 to 200,000",1 to 6,50,1187.0,0,0,4,5,3,0,15113.09,3.14,47455.102600000006
Commercial,North America,9291 to 18580,"100,001 to 200,000",1 to 6,50,1194.0,0,0,4,5,3,0,15148.41,3.15,47717.4915
Commercial,North America,18581 to 46451,"200,001 to 500,000",1 to 6,50,1207.0,0,0,4,0,4,0,36674.26,3.18,116624.14680000002
Commercial,Middle East,4646 to 9290,"50,001 to 100,000",1 to 6,50,1247.0,0,0,3,3,7,0,7305.98,3.25,23744.434999999998
Commercial,North America,466 to 929,"5,001 to 10,000",1 to 6,50,1261.0,0,0,4,4,6,0,670.01,3.28,2197.6328
Commercial,Europe,46452 to 92903,"500,001 to 1 million",More than 25,40,1289.7,1,0,2,2,8,3,64559.06,34.7,2240199.382
Commercial,North America,466 to 929,"5,001 to 10,000",1 to 6,50,1294.0,0,0,4,4,6,0,675.77,3.34,2257.0717999999997
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,50,1314.0,0,0,4,1,5,0,3994.48,3.37,13461.3976
Commercial,North America,4646 to 9290,"50,001 to 100,000",1 to 6,50,1386.0,0,0,4,3,7,0,7609.37,3.51,26708.8887
Commercial,North America,4646 to 9290,"50,001 to 100,000",1 to 6,50,1417.0,0,0,4,3,7,0,7677.03,3.56,27330.2268
Commercial,Middle East,Over 92903,Over 1 million,More than 25,20,1447.5,1,0,3,9,9,3,138552.07,36.0,4987874.5200000005
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,50,1455.0,0,0,4,1,5,0,4182.05,3.63,15180.8415
Residential,Europe,94 to 465,"1,001 to 5,000",1 to 6,50,1465.0,0,3,2,8,1,0,465.0,3.65,1697.25
Commercial,North America,9291 to 18580,"100,001 to 200,000",1 to 6,50,1474.0,0,0,4,5,3,0,16561.42,3.67,60780.41139999999
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,1479.0,0,0,4,7,2,0,1677.1,3.68,6171.728
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,1604.0,0,0,4,7,2,0,1741.74,3.91,6810.2034
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,1604.0,0,0,4,7,2,0,1741.74,3.91,6810.2034
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,1604.0,0,0,4,7,2,0,1741.74,3.91,6810.2034
Commercial,North America,46452 to 92903,"500,001 to 1 million",1 to 6,50,1629.0,0,0,4,2,8,0,69723.16,3.95,275406.482
Commercial,North America,46452 to 92903,"500,001 to 1 million",7 to 14,40,1665.7,1,0,4,2,8,2,70281.73,13.2,927718.8359999999
Commercial,North America,466 to 929,"5,001 to 10,000",1 to 6,50,1707.0,0,0,4,4,6,0,747.85,4.09,3058.7065
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,1765.0,0,0,4,7,2,0,1825.0,4.2,7665.0
Commercial,North America,2324 to 4645,"25,001 to 50,000",1 to 6,50,1803.0,0,0,4,1,5,0,4645.0,4.27,19834.149999999998
Commercial,North America,18581 to 46451,"200,001 to 500,000",1 to 6,50,1824.0,0,0,4,0,4,0,46372.41,4.31,199865.0871
Commercial,North America,18581 to 46451,"200,001 to 500,000",1 to 6,50,1829.0,0,0,4,0,4,0,46451.0,4.32,200668.32
Commercial,North America,9291 to 18580,"100,001 to 200,000",7 to 14,50,1874.0,1,0,4,5,3,2,18580.0,14.0,260120.0
Commercial,North America,466 to 929,"5,001 to 10,000",1 to 6,50,1929.0,0,0,4,4,6,0,786.59,4.5,3539.655
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,2066.0,0,0,4,7,2,0,1980.66,4.75,9408.135
Commercial,North America,4646 to 9290,"50,001 to 100,000",1 to 6,50,2156.0,0,0,4,3,7,0,9290.0,4.92,45706.8
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,2156.0,0,0,4,7,2,0,2027.2,4.92,9973.824
Commercial,Middle East,Over 92903,Over 1 million,More than 25,50,2661.0,1,0,3,9,9,3,180000.0,45.97,8274600.0
Commercial,North America,930 to 2323,"10,001 to 25,000",1 to 6,50,2728.0,0,0,4,7,2,0,2323.0,5.97,13868.31
Commercial,North America,466 to 929,"5,001 to 10,000",1 to 6,50,2745.0,0,0,4,4,6,0,929.0,6.0,5574.0
Commercial,Middle East,46452 to 92903,"500,001 to 1 million",More than 25,40,3152.0,1,0,3,2,8,3,92903.0,50.0,4645150.0
